EmployeeID ,Department          ,DiscussionCount ,AverageRating ,FeedbackCount ,TotalCourseCount ,AverageQuizScore ,TotalTimeSpent ,EngagementLevelScore ,EngagementLevel
       954 ,Marketing           ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       955 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       956 ,Legal               ,          10.99 ,         3.53 ,        32.3  ,               2 ,              52 ,            48 , 27.7405             ,Low
       957 ,Engineering         ,          14.53 ,         3.83 ,        30.65 ,               2 ,              59 ,           287 , 53.843500000000006  ,Medium
       958 ,Engineering         ,          10.35 ,         3.43 ,        34.73 ,               3 ,              42 ,           110 , 31.9735             ,Low
       959 ,Engineering         ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       960 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       961 ,Finance             ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       962 ,IT                  ,           0.46 ,         1.53 ,         1.21 ,               1 ,              10 ,           155 , 18.9165             ,Low
       963 ,Operations          ,           0.24 ,         0.94 ,         7.47 ,               1 ,              19 ,           148 , 21.527              ,Low
       964 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       965 ,Operations          ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       966 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       967 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       968 ,Sales               ,           2.44 ,         1.16 ,         6.66 ,               1 ,               4 ,           221 , 25.410000000000004  ,Low
       969 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       970 ,Product Development ,           0.82 ,         1.45 ,         3.57 ,               1 ,              13 ,           197 , 24.390500000000003  ,Low
       971 ,Product Development ,          12.8  ,         3.77 ,        38.02 ,               3 ,              52 ,            19 , 26.606499999999997  ,Low
       972 ,Marketing           ,           0.25 ,         1.17 ,         7.68 ,               1 ,               1 ,           249 , 27.228500000000004  ,Low
       973 ,Product Development ,          14.68 ,         3.3  ,        33.09 ,               3 ,              58 ,            54 , 30.878999999999998  ,Low
       974 ,Human Resources     ,           1.07 ,         1.23 ,         6.47 ,               1 ,              10 ,           303 , 34.8155             ,Low
       975 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       976 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       977 ,Human Resources     ,           1.89 ,         1.26 ,         5.79 ,               1 ,              14 ,            15 ,  7.051              ,Low
       978 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       979 ,Legal               ,          12.12 ,         3.28 ,        31.18 ,               2 ,              47 ,           170 , 38.63               ,Low
       980 ,Product Development ,          14.46 ,         3.48 ,        37.13 ,               2 ,              50 ,           195 , 43.588              ,Low
       981 ,Sales               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       982 ,Engineering         ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       983 ,Human Resources     ,          11.42 ,         3.25 ,        31.44 ,               2 ,              50 ,            72 , 29.4845             ,Low
       984 ,Product Development ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       985 ,Operations          ,          16.15 ,         4.56 ,        45.07 ,               4 ,             100 ,           226 , 61.784              ,Medium
       986 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       987 ,Sales               ,           1.56 ,         1.28 ,         9.68 ,               1 ,              11 ,           225 , 28.018              ,Low
       988 ,Sales               ,           0.73 ,         0.98 ,         9.9  ,               1 ,              14 ,            91 , 15.171              ,Low
       989 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       990 ,Finance             ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       991 ,Operations          ,           1.32 ,         0.81 ,         7.66 ,               1 ,              14 ,            28 ,  8.4985             ,Low
       992 ,Finance             ,           2.01 ,         1.57 ,         5.24 ,               1 ,               7 ,           310 , 34.7925             ,Low
       993 ,Engineering         ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       994 ,Marketing           ,           0.27 ,         0.91 ,         9.17 ,               1 ,              17 ,           267 , 33.2655             ,Low
       995 ,Engineering         ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       996 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       997 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
       998 ,Operations          ,           1.34 ,         0.9  ,         7.68 ,               1 ,              14 ,           111 , 16.829              ,Low
       999 ,Legal               ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
      1000 ,IT                  ,           0.0  ,         0.0  ,         0.0  ,               0 ,               0 ,             0 ,  0.0                ,Low
